Timestamp,What is your age?,What is your gender?,What is your University name?,Your current year of study?,How many cups of caffeine (tea/coffee/energy drinks) do you have daily?,How often do you use electronic devices (phone/laptop) in bed before sleep?,How often do you feel cognitive load?,How often do you feel stressed?,"How would you rate your ""Mental Stamina"" (the ability to think hard for long periods)?","How often do you find yourself ""spacing out"" or losing your train of thought during conversations?","Do you experience ""Audio Lag"" (hearing someone speak but taking a few seconds to understand the meaning)?","On average, how many hours of actual sleep do you get per night?",How often do you wake up in the middle of the night?,How would you rate your overall sleep quality?,How often do you forget basic information in your daily life?,"How much do you rely on ""external reminders"" (alarms, notes, friends) to remember basic daily tasks?","How frequently do you experience ""Brain Fog"" (confusion or lack of clarity)?",How many academic deadlines have you missed or delayed in the last month?,To what extent do you feel sleep deprivation is lowering your GPA?,How often does physical or mental fatigue prevent you from completing your daily goals? ,Do you struggle with making quick decisions or solving logical problems?
2026/04/21 07:17:43 PM GMT+6,26,Male,MIST,4th Year,5 or more,Always,Sometimes,Sometimes,3 (Full Energy),Sometimes,Yes,7â€“8 hours,Never,3 (Average),Always,Completely dependent,Sometimes,3â€“4,Moderate impact,Sometimes,Sometimes
2026/03/31 08:47:04 PM GMT+6,23,Female,AIUB,2nd Year,3â€“4,Always,Always,Never,1 (Total Exhaustion),Sometimes,No,7â€“8 hours,Never,2 (Poor),Sometimes,Completely dependent,Sometimes,3â€“4,Moderate impact,Never,Never
2026/03/31 05:13:52 AM GMT+6,26,Male,University of Rajshahi,4th Year,5 or more,Never,Rarely,Always,1 (Total Exhaustion),Always,Maybe,6â€“7 hours,Never,1 (Very Poor),Always,Not at all,Never,5 or more,High impact,Rarely,Never
2026/03/26 02:39:50 PM GMT+6,24,Male,AUST,3rd Year,3â€“4,Sometimes,Sometimes,Often,2 (Fading Fast),Rarely,No,More than 8 hours,Sometimes,3 (Average),Sometimes,Completely dependent,Never,5 or more,High impact,Rarely,Never
2026/03/03 09:53:42 AM GMT+6,24,Male,Comilla University,3rd Year,5 or more,Rarely,Always,Never,1 (Total Exhaustion),Always,Yes,7â€“8 hours,Sometimes,3 (Average),Always,Not at all,Never,5 or more,High impact,Often,Never
2026/03/26 03:16:33 AM GMT+6,23,Male,University of Chittagong,2nd Year,3â€“4,Never,Rarely,Never,3 (Full Energy),Never,Maybe,6â€“7 hours,Always,3 (Average),Never,Sometimes,Always,1â€“2,Moderate impact,Often,Never
2026/04/13 04:44:38 AM GMT+6,22,Female,MIST,2nd Year,5 or more,Always,Rarely,Sometimes,3 (Full Energy),Never,Maybe,Less than 5 hours,Always,3 (Average),Always,Sometimes,Never,3â€“4,High impact,Rarely,Always
2026/04/05 09:09:11 PM GMT+6,25,Female,"Independent University, Bangladesh (IUB)",4th Year,3â€“4,Always,Rarely,Sometimes,2 (Fading Fast),Rarely,Yes,7â€“8 hours,Always,3 (Average),Always,Completely dependent,Sometimes,5 or more,No impact,Never,Always
2026/03/30 10:00:29 PM GMT+6,21,Male,Stamford University,1st Year,3â€“4,Sometimes,Sometimes,Often,1 (Total Exhaustion),Rarely,Yes,5â€“6 hours,Always,3 (Average),Always,Completely dependent,Never,3â€“4,Severe impact,Always,Never
2026/04/07 10:26:56 PM GMT+6,26,Female,University of Rajshahi,Graduated,5 or more,Rarely,Never,Often,2 (Fading Fast),Sometimes,Yes,7â€“8 hours,Sometimes,3 (Average),Never,Not at all,Never,3â€“4,Moderate impact,Never,Always
2026/04/07 12:56:48 PM GMT+6,21,Male,North South University (NSU),1st Year,3â€“4,Sometimes,Sometimes,Rarely,1 (Total Exhaustion),Rarely,Maybe,More than 8 hours,Sometimes,5 (Excellent),Always,Not at all,Sometimes,1â€“2,Moderate impact,Never,Always
2026/04/07 10:13:46 AM GMT+6,22,Male,University of Asia Pacific (UAP),1st Year,1â€“2,Sometimes,Never,Often,1 (Total Exhaustion),Sometimes,Yes,Less than 5 hours,Always,2 (Poor),Always,Not at all,Never,5 or more,Moderate impact,Always,Never
2026/04/06 11:12:46 AM GMT+6,25,Female,North South University (NSU),Graduated,3â€“4,Never,Always,Never,2 (Fading Fast),Always,Yes,5â€“6 hours,Always,5 (Excellent),Always,Completely dependent,Never,3â€“4,Minor impact,Often,Never
2026/03/30 04:08:25 AM GMT+6,21,Female,Comilla University,1st Year,3â€“4,Always,Rarely,Never,3 (Full Energy),Always,Yes,6â€“7 hours,Never,3 (Average),Always,Sometimes,Never,1â€“2,No impact,Sometimes,Always
2026/04/04 09:20:36 PM GMT+6,27,Female,BRAC University,Graduated,5 or more,Never,Never,Rarely,3 (Full Energy),Never,Maybe,6â€“7 hours,Sometimes,2 (Poor),Never,Sometimes,Sometimes,1â€“2,No impact,Sometimes,Never
2026/03/22 06:08:15 AM GMT+6,24,Male,BUP,3rd Year,5 or more,Rarely,Always,Often,3 (Full Energy),Never,Yes,More than 8 hours,Never,3 (Average),Never,Completely dependent,Never,1â€“2,Minor impact,Often,Sometimes
2026/03/01 08:52:34 PM GMT+6,21,Male,Metropolitan University,1st Year,1â€“2,Sometimes,Never,Sometimes,2 (Fading Fast),Sometimes,Yes,5â€“6 hours,Never,3 (Average),Never,Sometimes,Sometimes,1â€“2,Severe impact,Rarely,Always
2026/04/26 09:04:52 PM GMT+6,22,Female,University of Asia Pacific (UAP),1st Year,5 or more,Always,Never,Rarely,3 (Full Energy),Sometimes,Maybe,More than 8 hours,Never,4 (Good),Never,Sometimes,Sometimes,3â€“4,Severe impact,Never,Always
2026/03/10 10:29:22 PM GMT+6,21,Female,University of Rajshahi,1st Year,1â€“2,Sometimes,Always,Sometimes,3 (Full Energy),Always,Maybe,Less than 5 hours,Sometimes,3 (Average),Sometimes,Completely dependent,Never,5 or more,Severe impact,Rarely,Always
2026/04/28 04:12:48 AM GMT+6,26,Male,"Independent University, Bangladesh (IUB)",3rd Year,5 or more,Rarely,Rarely,Often,3 (Full Energy),Sometimes,Maybe,Less than 5 hours,Never,2 (Poor),Rarely,Not at all,Always,3â€“4,No impact,Always,Always
2026/03/02 03:20:45 PM GMT+6,24,Female,UIU,3rd Year,1â€“2,Sometimes,Never,Often,1 (Total Exhaustion),Always,Yes,5â€“6 hours,Sometimes,3 (Average),Sometimes,Not at all,Never,1â€“2,Moderate impact,Often,Never
2026/03/15 12:14:29 AM GMT+6,24,Male,DIU,3rd Year,5 or more,Never,Sometimes,Often,3 (Full Energy),Sometimes,Yes,6â€“7 hours,Sometimes,3 (Average),Rarely,Completely dependent,Sometimes,1â€“2,High impact,Often,Never
2026/03/22 09:22:03 AM GMT+6,22,Male,UIU,1st Year,5 or more,Never,Never,Always,2 (Fading Fast),Never,Yes,More than 8 hours,Never,5 (Excellent),Never,Sometimes,Always,1â€“2,High impact,Sometimes,Sometimes
2026/03/16 10:23:21 PM GMT+6,24,Male,BUET,3rd Year,1â€“2,Never,Never,Never,3 (Full Energy),Never,No,More than 8 hours,Never,4 (Good),Always,Completely dependent,Sometimes,1â€“2,Minor impact,Sometimes,Sometimes
2026/04/04 02:59:28 AM GMT+6,23,Male,Stamford University,2nd Year,3â€“4,Rarely,Sometimes,Rarely,3 (Full Energy),Always,Maybe,Less than 5 hours,Sometimes,5 (Excellent),Always,Completely dependent,Never,3â€“4,Minor impact,Never,Never
2026/03/31 05:17:56 AM GMT+6,24,Female,University of Asia Pacific (UAP),3rd Year,1â€“2,Sometimes,Never,Always,3 (Full Energy),Sometimes,Maybe,Less than 5 hours,Always,1 (Very Poor),Never,Completely dependent,Sometimes,3â€“4,Severe impact,Never,Always
2026/04/12 06:09:46 PM GMT+6,25,Female,Asian University for Women,4th Year,3â€“4,Never,Always,Always,2 (Fading Fast),Rarely,No,More than 8 hours,Never,2 (Poor),Never,Sometimes,Sometimes,5 or more,No impact,Often,Always
2026/04/17 05:13:01 PM GMT+6,25,Female,UIU,3rd Year,5 or more,Never,Sometimes,Always,3 (Full Energy),Rarely,No,6â€“7 hours,Sometimes,3 (Average),Rarely,Not at all,Never,1â€“2,Moderate impact,Often,Never
2026/04/11 11:06:21 AM GMT+6,24,Male,"Independent University, Bangladesh (IUB)",3rd Year,5 or more,Always,Never,Sometimes,3 (Full Energy),Sometimes,No,7â€“8 hours,Never,2 (Poor),Sometimes,Completely dependent,Never,1â€“2,Moderate impact,Never,Sometimes
2026/03/09 01:06:38 PM GMT+6,25,Female,Green University,4th Year,5 or more,Always,Always,Often,1 (Total Exhaustion),Sometimes,Yes,7â€“8 hours,Never,1 (Very Poor),Never,Not at all,Never,1â€“2,Minor impact,Always,Always
2026/03/18 07:54:48 PM GMT+6,26,Female,AUST,4th Year,3â€“4,Never,Never,Always,3 (Full Energy),Never,No,6â€“7 hours,Always,5 (Excellent),Sometimes,Not at all,Always,5 or more,No impact,Sometimes,Always
2026/03/14 06:18:21 AM GMT+6,23,Male,University of Dhaka,2nd Year,1â€“2,Never,Rarely,Often,2 (Fading Fast),Sometimes,No,Less than 5 hours,Sometimes,1 (Very Poor),Always,Not at all,Always,1â€“2,Moderate impact,Often,Sometimes
2026/04/10 10:53:41 PM GMT+6,26,Female,AUST,Graduated,3â€“4,Never,Never,Always,2 (Fading Fast),Sometimes,Maybe,Less than 5 hours,Never,1 (Very Poor),Sometimes,Sometimes,Never,1â€“2,Minor impact,Always,Sometimes
2026/03/31 03:50:37 PM GMT+6,25,Male,BUP,4th Year,1â€“2,Never,Always,Sometimes,2 (Fading Fast),Sometimes,No,5â€“6 hours,Never,4 (Good),Never,Completely dependent,Always,1â€“2,No impact,Sometimes,Never
2026/03/22 04:07:38 PM GMT+6,25,Female,IUT,4th Year,5 or more,Rarely,Rarely,Often,3 (Full Energy),Sometimes,No,7â€“8 hours,Never,2 (Poor),Always,Not at all,Always,5 or more,No impact,Always,Never
2026/04/23 06:47:30 AM GMT+6,22,Male,BRAC University,2nd Year,1â€“2,Always,Sometimes,Never,2 (Fading Fast),Rarely,Maybe,6â€“7 hours,Never,5 (Excellent),Sometimes,Sometimes,Never,5 or more,Moderate impact,Rarely,Sometimes
2026/04/01 06:48:20 PM GMT+6,25,Male,Metropolitan University,Graduated,3â€“4,Rarely,Rarely,Often,1 (Total Exhaustion),Sometimes,Maybe,Less than 5 hours,Always,3 (Average),Sometimes,Not at all,Sometimes,1â€“2,Moderate impact,Always,Never
2026/04/08 07:03:28 AM GMT+6,23,Female,University of Chittagong,1st Year,5 or more,Never,Rarely,Never,3 (Full Energy),Rarely,Maybe,7â€“8 hours,Sometimes,3 (Average),Rarely,Completely dependent,Sometimes,3â€“4,Severe impact,Rarely,Always
2026/04/16 04:18:54 PM GMT+6,25,Female,IIUC Chittagong,4th Year,5 or more,Rarely,Never,Always,2 (Fading Fast),Always,Maybe,5â€“6 hours,Sometimes,4 (Good),Sometimes,Completely dependent,Sometimes,1â€“2,High impact,Always,Sometimes
2026/03/16 04:19:13 AM GMT+6,23,Male,DIU,2nd Year,5 or more,Sometimes,Always,Sometimes,2 (Fading Fast),Sometimes,No,Less than 5 hours,Never,1 (Very Poor),Sometimes,Completely dependent,Sometimes,1â€“2,No impact,Rarely,Never
2026/03/04 11:44:06 AM GMT+6,25,Male,Stamford University,2nd Year,1â€“2,Rarely,Never,Rarely,3 (Full Energy),Rarely,No,5â€“6 hours,Always,4 (Good),Never,Completely dependent,Always,3â€“4,No impact,Always,Never
2026/03/11 12:07:22 AM GMT+6,26,Female,Metropolitan University,Graduated,1â€“2,Always,Never,Often,3 (Full Energy),Never,Yes,5â€“6 hours,Always,5 (Excellent),Rarely,Not at all,Sometimes,1â€“2,Minor impact,Rarely,Sometimes
2026/03/07 01:37:24 AM GMT+6,25,Male,Leading University,4th Year,3â€“4,Sometimes,Never,Sometimes,2 (Fading Fast),Sometimes,Yes,5â€“6 hours,Never,1 (Very Poor),Sometimes,Sometimes,Sometimes,3â€“4,High impact,Rarely,Never
2026/04/25 09:58:47 PM GMT+6,22,Male,East West University,2nd Year,1â€“2,Always,Never,Rarely,2 (Fading Fast),Always,Yes,Less than 5 hours,Sometimes,1 (Very Poor),Sometimes,Not at all,Never,3â€“4,High impact,Often,Always
2026/04/24 10:08:07 AM GMT+6,23,Female,AUST,2nd Year,3â€“4,Never,Never,Never,3 (Full Energy),Rarely,No,6â€“7 hours,Never,1 (Very Poor),Rarely,Not at all,Never,5 or more,Minor impact,Often,Sometimes
2026/04/23 07:34:06 PM GMT+6,21,Male,MIST,1st Year,3â€“4,Always,Always,Never,2 (Fading Fast),Always,Maybe,More than 8 hours,Always,1 (Very Poor),Always,Not at all,Sometimes,5 or more,Severe impact,Rarely,Never
2026/03/26 09:38:56 AM GMT+6,24,Female,BUET,3rd Year,5 or more,Never,Always,Sometimes,2 (Fading Fast),Rarely,No,7â€“8 hours,Never,5 (Excellent),Rarely,Not at all,Always,3â€“4,Moderate impact,Never,Always
2026/04/19 01:25:42 PM GMT+6,26,Female,Asian University for Women,3rd Year,1â€“2,Never,Always,Never,3 (Full Energy),Sometimes,Yes,Less than 5 hours,Sometimes,4 (Good),Never,Sometimes,Always,5 or more,Minor impact,Never,Always
2026/03/04 01:41:35 AM GMT+6,24,Male,BUP,3rd Year,3â€“4,Rarely,Rarely,Often,2 (Fading Fast),Always,Yes,5â€“6 hours,Sometimes,2 (Poor),Always,Completely dependent,Always,1â€“2,No impact,Always,Always
2026/03/09 08:24:14 PM GMT+6,26,Female,Comilla University,Graduated,3â€“4,Sometimes,Never,Rarely,1 (Total Exhaustion),Always,No,More than 8 hours,Never,4 (Good),Always,Not at all,Always,1â€“2,Minor impact,Often,Always
2026/04/27 09:55:41 AM GMT+6,25,Female,Sylhet Agricultural University,4th Year,3â€“4,Rarely,Rarely,Sometimes,1 (Total Exhaustion),Always,No,Less than 5 hours,Always,5 (Excellent),Sometimes,Completely dependent,Sometimes,3â€“4,Severe impact,Always,Sometimes
2026/04/12 11:24:47 PM GMT+6,22,Female,North South University (NSU),1st Year,1â€“2,Sometimes,Never,Never,2 (Fading Fast),Sometimes,Maybe,6â€“7 hours,Always,1 (Very Poor),Sometimes,Sometimes,Sometimes,1â€“2,High impact,Never,Always
2026/03/03 02:38:36 PM GMT+6,25,Female,University of Dhaka,3rd Year,3â€“4,Always,Never,Often,3 (Full Energy),Sometimes,Yes,6â€“7 hours,Never,5 (Excellent),Sometimes,Sometimes,Always,3â€“4,Severe impact,Never,Always
2026/04/07 07:30:55 PM GMT+6,26,Male,University of Rajshahi,4th Year,5 or more,Never,Never,Never,2 (Fading Fast),Always,No,6â€“7 hours,Sometimes,4 (Good),Rarely,Sometimes,Never,5 or more,Minor impact,Rarely,Never
2026/03/08 08:25:29 AM GMT+6,26,Male,Stamford University,Graduated,1â€“2,Never,Always,Sometimes,1 (Total Exhaustion),Never,No,6â€“7 hours,Always,1 (Very Poor),Rarely,Not at all,Always,5 or more,Minor impact,Never,Never
2026/03/04 06:50:44 AM GMT+6,26,Male,IIUC Chittagong,Graduated,1â€“2,Rarely,Sometimes,Always,3 (Full Energy),Never,Yes,Less than 5 hours,Sometimes,4 (Good),Always,Completely dependent,Never,3â€“4,Minor impact,Always,Never
2026/03/05 07:47:09 AM GMT+6,24,Male,IIUC Chittagong,3rd Year,5 or more,Rarely,Always,Rarely,1 (Total Exhaustion),Rarely,Maybe,More than 8 hours,Never,4 (Good),Never,Sometimes,Always,1â€“2,No impact,Often,Sometimes
2026/03/22 12:58:46 AM GMT+6,22,Male,"Independent University, Bangladesh (IUB)",1st Year,3â€“4,Always,Always,Often,2 (Fading Fast),Never,No,Less than 5 hours,Sometimes,4 (Good),Always,Not at all,Sometimes,3â€“4,Severe impact,Rarely,Never
2026/04/09 01:48:09 PM GMT+6,23,Female,University of Chittagong,2nd Year,5 or more,Never,Sometimes,Sometimes,1 (Total Exhaustion),Sometimes,No,7â€“8 hours,Always,5 (Excellent),Sometimes,Sometimes,Sometimes,3â€“4,Moderate impact,Always,Always
2026/03/22 01:52:00 AM GMT+6,22,Male,Asian University for Women,1st Year,3â€“4,Always,Always,Sometimes,2 (Fading Fast),Rarely,No,7â€“8 hours,Never,5 (Excellent),Sometimes,Sometimes,Sometimes,3â€“4,Severe impact,Always,Never
2026/04/22 06:40:18 AM GMT+6,22,Male,Noakhali STU,2nd Year,3â€“4,Rarely,Always,Sometimes,2 (Fading Fast),Never,Maybe,More than 8 hours,Never,1 (Very Poor),Rarely,Not at all,Always,5 or more,No impact,Often,Never
2026/03/29 04:39:41 PM GMT+6,26,Female,Khulna University,Graduated,3â€“4,Rarely,Never,Sometimes,2 (Fading Fast),Rarely,Maybe,6â€“7 hours,Sometimes,5 (Excellent),Rarely,Not at all,Never,3â€“4,Moderate impact,Sometimes,Sometimes
2026/03/29 06:49:00 AM GMT+6,25,Female,"Independent University, Bangladesh (IUB)",Graduated,3â€“4,Never,Never,Rarely,3 (Full Energy),Sometimes,Yes,5â€“6 hours,Sometimes,1 (Very Poor),Rarely,Sometimes,Always,3â€“4,Severe impact,Often,Never
2026/04/03 03:29:32 AM GMT+6,24,Female,AIUB,3rd Year,1â€“2,Never,Sometimes,Sometimes,1 (Total Exhaustion),Sometimes,Maybe,7â€“8 hours,Never,5 (Excellent),Sometimes,Not at all,Never,1â€“2,Minor impact,Never,Sometimes
2026/04/26 09:09:18 PM GMT+6,22,Male,"Independent University, Bangladesh (IUB)",2nd Year,1â€“2,Rarely,Rarely,Sometimes,1 (Total Exhaustion),Sometimes,Maybe,7â€“8 hours,Always,2 (Poor),Rarely,Not at all,Never,1â€“2,Minor impact,Rarely,Never
2026/03/29 09:55:16 PM GMT+6,24,Female,Metropolitan University,3rd Year,1â€“2,Always,Sometimes,Often,2 (Fading Fast),Always,No,Less than 5 hours,Always,4 (Good),Rarely,Not at all,Sometimes,3â€“4,No impact,Never,Never
2026/03/15 04:40:03 AM GMT+6,21,Male,AIUB,1st Year,1â€“2,Always,Sometimes,Sometimes,1 (Total Exhaustion),Rarely,No,Less than 5 hours,Sometimes,4 (Good),Rarely,Not at all,Sometimes,5 or more,No impact,Always,Always
2026/04/06 01:35:44 PM GMT+6,22,Female,Jahangirnagar University,1st Year,5 or more,Always,Never,Never,1 (Total Exhaustion),Rarely,Yes,7â€“8 hours,Always,1 (Very Poor),Sometimes,Sometimes,Never,1â€“2,No impact,Never,Sometimes
2026/04/21 07:41:48 PM GMT+6,27,Male,BUET,Graduated,5 or more,Sometimes,Never,Rarely,1 (Total Exhaustion),Rarely,No,More than 8 hours,Always,5 (Excellent),Always,Sometimes,Always,3â€“4,High impact,Sometimes,Always
2026/03/21 04:48:07 PM GMT+6,23,Female,Sylhet Agricultural University,3rd Year,3â€“4,Never,Always,Always,2 (Fading Fast),Never,Maybe,Less than 5 hours,Never,3 (Average),Sometimes,Completely dependent,Never,1â€“2,Moderate impact,Sometimes,Never
2026/04/23 08:57:44 PM GMT+6,26,Female,University of Asia Pacific (UAP),4th Year,3â€“4,Rarely,Always,Always,2 (Fading Fast),Never,Yes,7â€“8 hours,Sometimes,4 (Good),Never,Not at all,Always,1â€“2,Severe impact,Never,Always
2026/04/01 02:29:11 PM GMT+6,24,Male,Sylhet Agricultural University,3rd Year,5 or more,Never,Never,Always,2 (Fading Fast),Never,Yes,6â€“7 hours,Sometimes,4 (Good),Always,Completely dependent,Sometimes,3â€“4,No impact,Always,Sometimes
2026/04/01 11:37:13 AM GMT+6,22,Male,University of Asia Pacific (UAP),2nd Year,5 or more,Rarely,Never,Often,3 (Full Energy),Never,Yes,More than 8 hours,Always,1 (Very Poor),Rarely,Completely dependent,Never,3â€“4,No impact,Always,Sometimes
2026/03/02 09:15:38 AM GMT+6,23,Female,University of Chittagong,3rd Year,3â€“4,Rarely,Always,Rarely,3 (Full Energy),Never,Yes,6â€“7 hours,Always,5 (Excellent),Sometimes,Not at all,Always,5 or more,No impact,Never,Sometimes
2026/04/18 01:18:31 AM GMT+6,23,Female,Begum Rokeya University,2nd Year,5 or more,Rarely,Sometimes,Sometimes,1 (Total Exhaustion),Never,No,Less than 5 hours,Never,2 (Poor),Rarely,Completely dependent,Always,1â€“2,High impact,Often,Never
2026/03/19 01:36:04 PM GMT+6,24,Female,University of Chittagong,2nd Year,3â€“4,Never,Never,Often,2 (Fading Fast),Rarely,Maybe,5â€“6 hours,Sometimes,4 (Good),Always,Not at all,Sometimes,5 or more,No impact,Never,Sometimes
2026/04/16 06:40:14 AM GMT+6,21,Male,Stamford University,1st Year,5 or more,Sometimes,Always,Never,2 (Fading Fast),Always,Yes,Less than 5 hours,Always,2 (Poor),Never,Completely dependent,Never,3â€“4,Severe impact,Always,Always
2026/03/03 03:05:16 AM GMT+6,24,Female,AUST,4th Year,3â€“4,Sometimes,Never,Often,2 (Fading Fast),Rarely,Yes,7â€“8 hours,Sometimes,3 (Average),Rarely,Sometimes,Always,1â€“2,Severe impact,Always,Sometimes
2026/03/03 11:38:06 PM GMT+6,22,Female,Khulna University,1st Year,3â€“4,Sometimes,Rarely,Never,2 (Fading Fast),Rarely,No,More than 8 hours,Never,5 (Excellent),Never,Not at all,Always,3â€“4,Moderate impact,Always,Always
2026/04/20 10:45:09 PM GMT+6,24,Female,University of Rajshahi,4th Year,3â€“4,Always,Always,Sometimes,2 (Fading Fast),Sometimes,Maybe,6â€“7 hours,Sometimes,1 (Very Poor),Rarely,Completely dependent,Always,5 or more,No impact,Rarely,Always
2026/04/25 05:34:54 AM GMT+6,25,Female,Jahangirnagar University,Graduated,5 or more,Never,Never,Never,2 (Fading Fast),Never,No,More than 8 hours,Sometimes,5 (Excellent),Always,Completely dependent,Always,1â€“2,Minor impact,Often,Never
2026/03/01 11:02:35 PM GMT+6,25,Female,AUST,3rd Year,3â€“4,Rarely,Always,Sometimes,2 (Fading Fast),Always,Maybe,Less than 5 hours,Never,1 (Very Poor),Never,Sometimes,Never,1â€“2,High impact,Sometimes,Sometimes
2026/03/02 05:58:20 AM GMT+6,28,Female,East West University,3rd Year,3â€“4,Sometimes,Always,Rarely,3 (Full Energy),Never,Yes,7â€“8 hours,Always,2 (Poor),Always,Completely dependent,Never,5 or more,High impact,Never,Always
2026/03/21 07:01:56 PM GMT+6,23,Female,IUT,2nd Year,5 or more,Always,Always,Never,3 (Full Energy),Always,Maybe,Less than 5 hours,Always,5 (Excellent),Never,Not at all,Sometimes,3â€“4,No impact,Always,Sometimes
2026/04/12 09:59:29 AM GMT+6,22,Male,University of Rajshahi,1st Year,1â€“2,Always,Never,Always,1 (Total Exhaustion),Always,Maybe,More than 8 hours,Never,2 (Poor),Sometimes,Sometimes,Never,5 or more,Moderate impact,Rarely,Never
2026/03/21 07:11:51 AM GMT+6,24,Female,University of Rajshahi,3rd Year,1â€“2,Never,Rarely,Always,3 (Full Energy),Always,No,7â€“8 hours,Sometimes,3 (Average),Sometimes,Not at all,Never,3â€“4,Severe impact,Rarely,Always
2026/03/30 03:43:55 PM GMT+6,24,Male,BRAC University,4th Year,5 or more,Always,Rarely,Always,2 (Fading Fast),Sometimes,Yes,5â€“6 hours,Never,2 (Poor),Never,Completely dependent,Never,1â€“2,High impact,Sometimes,Sometimes
